mc_step,rho_C,L_CD
74659,0.6662,8848
74660,0.6567,9080
74661,0.6474,9100
74662,0.6645,8806
74663,0.6586,8968
74664,0.6643,8918
74665,0.6713,8806
74666,0.6578,9016
74667,0.6564,8872
74668,0.6701,8804
74669,0.6709,9014
74670,0.6591,8978
74671,0.655,8950
74672,0.6626,8986
74673,0.6629,8986
74674,0.663,8902
74675,0.6601,9022
74676,0.6658,8816
74677,0.6581,8996
74678,0.6632,8940
74679,0.6627,8902
74680,0.6658,8838
74681,0.6571,9032
74682,0.6676,8762
74683,0.6651,8736
74684,0.6621,8970
74685,0.6594,8936
74686,0.665,8944
74687,0.662,8980
74688,0.6719,8902
74689,0.6693,8786
74690,0.6609,9066
74691,0.6604,8986
74692,0.6563,9030
74693,0.6532,8992
74694,0.6566,9052
74695,0.6633,9004
74696,0.6658,8962
74697,0.6618,8848
74698,0.6525,9004
74699,0.6615,8946
74700,0.6654,8856
74701,0.6614,8936
74702,0.6555,9098
74703,0.663,8922
74704,0.6645,8920
74705,0.6691,8926
74706,0.6553,8984
74707,0.665,8980
74708,0.6557,9066
74709,0.6636,8764
74710,0.6628,8930
74711,0.6628,8930
74712,0.6676,8988
74713,0.6622,8818
74714,0.6646,8910
74715,0.6726,8942
74716,0.6655,8964
74717,0.6603,9042
74718,0.6661,8864
74719,0.661,8976
74720,0.6606,9072
74721,0.652,9066
74722,0.6632,9008
74723,0.6676,8878
74724,0.6632,8950
74725,0.6509,9112
74726,0.6591,8990
74727,0.6604,9040
74728,0.6548,9040
74729,0.662,8872
74730,0.6632,8984
74731,0.6586,9036
74732,0.6588,9108
74733,0.6551,9104
74734,0.6573,9030
74735,0.6557,9046
74736,0.6675,8822
74737,0.659,8992
74738,0.6557,8954
74739,0.6717,8846
74740,0.6627,9024
74741,0.6647,8944
74742,0.6555,8966
74743,0.6616,9012
74744,0.6642,8944
74745,0.6633,8930
74746,0.6577,8978
74747,0.6633,8952
74748,0.6508,9024
74749,0.6556,8928
74750,0.6557,8972
74751,0.6682,8680
74752,0.6625,9016
74753,0.6657,8934
74754,0.6586,8966
74755,0.6661,8934
74756,0.6686,9016
74757,0.667,8914
74758,0.6628,8820
74759,0.6615,8872
74760,0.6642,8834
74761,0.6616,8904
74762,0.6619,8966
74763,0.6552,9008
74764,0.656,8996
74765,0.6651,8930
74766,0.6589,9050
74767,0.666,8894
74768,0.6662,8880
74769,0.6616,9052
74770,0.6581,9052
74771,0.6557,8884
74772,0.664,8932
74773,0.6588,9006
74774,0.662,8960
74775,0.661,8908
74776,0.6672,9046
74777,0.6621,8974
74778,0.659,8896
74779,0.6553,9126
74780,0.6685,8958
74781,0.6664,8940
74782,0.6652,8926
74783,0.6571,9018
74784,0.6688,8826
74785,0.663,8954
74786,0.6545,9040
74787,0.6711,8822
74788,0.6622,8870
74789,0.6628,8932
74790,0.6722,8846
74791,0.6638,8852
74792,0.6612,8962
74793,0.6553,9034
74794,0.6603,8874
74795,0.6664,8902
74796,0.6608,9060
74797,0.656,8946
74798,0.6572,8978
74799,0.6674,8998
74800,0.6667,8878
74801,0.6578,9038
74802,0.6627,8886
74803,0.6621,9104
74804,0.6518,9152
74805,0.6541,9066
74806,0.6585,8920
74807,0.6654,8872
74808,0.6609,8952
74809,0.6612,9058
74810,0.66,8986
74811,0.6539,9078
74812,0.6654,8932
74813,0.6556,9080
74814,0.6593,8978
74815,0.6592,8886
74816,0.6635,8860
74817,0.6715,8804
74818,0.6627,8988
74819,0.6604,8898
74820,0.6565,8820
74821,0.659,8968
74822,0.6557,9018
74823,0.6616,8962
74824,0.6613,9040
74825,0.6545,9170
74826,0.6557,9036
74827,0.6624,9022
74828,0.6608,9012
74829,0.6651,8848
74830,0.6568,9032
74831,0.6526,9064
74832,0.6588,9016
74833,0.6594,9024
74834,0.66,9002
74835,0.6671,8854
74836,0.6594,9042
74837,0.6547,9070
74838,0.6522,9230
74839,0.6545,9056
74840,0.6615,9016
74841,0.6636,8984
74842,0.6686,9000
74843,0.6734,8778
74844,0.6658,8888
74845,0.6682,8758
74846,0.6655,8828
74847,0.6589,9050
74848,0.6687,8806
74849,0.6558,8968
74850,0.6533,9076
74851,0.663,8920
74852,0.6646,8954
74853,0.6608,9034
74854,0.6711,8922
74855,0.6625,8948
74856,0.6594,9038
74857,0.6652,8896
74858,0.663,8844
74859,0.657,9058
74860,0.6583,9024
74861,0.6683,8808
74862,0.6619,8908
74863,0.6636,8904
74864,0.6674,8898
74865,0.6702,8844
74866,0.6626,8950
74867,0.654,9106
74868,0.6622,8934
74869,0.666,8790
74870,0.6624,8934
74871,0.6682,8776
74872,0.6599,8976
74873,0.6568,8892
74874,0.664,9024
74875,0.6611,9004
74876,0.6562,9090
74877,0.6568,8898
74878,0.6605,8824
74879,0.6641,8956
74880,0.66,8976
74881,0.6571,8956
74882,0.6594,9004
74883,0.6662,8988
74884,0.6611,9028
74885,0.6682,8784
74886,0.6679,8766
74887,0.6695,8856
74888,0.6674,8906
74889,0.6567,9014
74890,0.6594,8920
74891,0.6633,9056
74892,0.668,8842
74893,0.6535,9100
74894,0.664,8970
74895,0.661,9070
74896,0.6628,8900
74897,0.6527,9062
74898,0.6589,8972
74899,0.6672,8954
74900,0.6638,8996
74901,0.6644,8864
74902,0.6649,8898
74903,0.6676,8766
74904,0.6634,8938
74905,0.6664,8892
74906,0.6616,8932
74907,0.664,8886
74908,0.6589,8930
74909,0.6554,9030
74910,0.6645,8912
74911,0.6657,9036
74912,0.6566,9012
74913,0.6595,9028
74914,0.6474,9164
74915,0.6533,9154
74916,0.653,9078
74917,0.6579,8970
74918,0.6649,8926
74919,0.6591,8940
74920,0.6624,8972
74921,0.6643,8782
74922,0.668,8854
74923,0.6648,8988
74924,0.6546,9034
74925,0.6574,9012
74926,0.6521,9002
74927,0.6622,8912
74928,0.6582,9076
74929,0.6537,9112
74930,0.6595,9076
74931,0.6544,8954
74932,0.6506,9072
74933,0.6477,9132
74934,0.6639,8844
74935,0.6557,9076
74936,0.6632,8970
74937,0.666,8932
74938,0.6682,8960
74939,0.6603,8956
74940,0.6639,8854
74941,0.6597,8878
74942,0.6616,8934
74943,0.6673,8816
74944,0.6695,8812
74945,0.663,8956
74946,0.6621,9030
74947,0.6602,8924
74948,0.6661,8930
74949,0.661,9008
74950,0.6671,8944
74951,0.6613,9042
74952,0.6588,9040
74953,0.6566,8982
74954,0.6562,8968
74955,0.6679,8916
74956,0.6611,9012
74957,0.672,8738
74958,0.667,8958
74959,0.6621,9004
74960,0.6624,9026
74961,0.6723,8834
74962,0.6607,8912
74963,0.6583,9084
74964,0.6556,9070
74965,0.66,9048
74966,0.658,9118
74967,0.6616,8858
74968,0.6624,8942
74969,0.6599,8866
74970,0.6692,8878
74971,0.6632,9020
74972,0.6544,8982
74973,0.6577,8924
74974,0.6579,9138
74975,0.6579,9126
74976,0.6611,9070
74977,0.6554,9104
74978,0.661,9008
74979,0.6623,8928
74980,0.661,8962
74981,0.6616,8892
74982,0.6566,8854
74983,0.661,8894
74984,0.6558,9060
74985,0.6554,8952
74986,0.6584,9078
74987,0.6609,9044
74988,0.6642,8902
74989,0.6612,9006
74990,0.6591,9028
74991,0.663,8950
74992,0.6716,8854
74993,0.6724,8836
74994,0.663,8886
74995,0.6499,9258
74996,0.6538,9040
74997,0.6689,8836
74998,0.6638,8910
74999,0.6599,9024
75000,0.6549,9004
75001,0.661,9024
75002,0.6624,8946
75003,0.6628,9018
75004,0.6551,9036
75005,0.6625,8888
75006,0.6591,8992
75007,0.654,9062
75008,0.6534,9138
75009,0.6647,9042
75010,0.6592,8966
75011,0.6651,8830
75012,0.6604,9030
75013,0.6594,8902
75014,0.6577,9058
75015,0.6532,9120
75016,0.6692,8818
75017,0.672,8892
75018,0.6679,8824
75019,0.6591,9052
75020,0.6652,8870
75021,0.6631,8922
75022,0.6646,8808
75023,0.6656,8890
75024,0.6652,8776
75025,0.6603,9012
75026,0.6673,8822
75027,0.6655,8908
75028,0.6655,8918
75029,0.6599,8956
75030,0.6582,8952
75031,0.6623,9036
75032,0.6633,8940
75033,0.6665,8872
75034,0.6602,8886
75035,0.6583,8944
75036,0.6621,8924
75037,0.6582,8982
75038,0.6654,8846
75039,0.6571,8972
75040,0.6633,8966
75041,0.6578,9026
75042,0.6604,8984
75043,0.6722,8766
75044,0.6592,8984
75045,0.6538,8996
75046,0.6506,9084
75047,0.6667,8932
75048,0.6603,8988
75049,0.6704,8844
75050,0.6573,8912
75051,0.6491,9192
75052,0.6576,8976
75053,0.661,9068
75054,0.6644,8906
75055,0.6639,9038
75056,0.6611,9088
75057,0.6618,8824
75058,0.6599,8944
75059,0.6583,8904
75060,0.6571,9058
75061,0.6612,8932
75062,0.6697,8790
75063,0.6563,9034
75064,0.6561,8886
75065,0.6648,9002
75066,0.6623,8886
75067,0.661,8920
75068,0.6562,9064
75069,0.661,8868
75070,0.6637,8912
75071,0.6655,8830
75072,0.6734,8886
75073,0.6619,8992
75074,0.6603,8942
75075,0.6601,8902
75076,0.6579,9054
75077,0.6599,8876
75078,0.6634,8996
75079,0.6662,8778
75080,0.6652,8768
75081,0.663,8950
75082,0.6625,8824
75083,0.6658,8980
75084,0.6622,8932
75085,0.6596,8978
75086,0.6559,9078
75087,0.6595,9062
75088,0.666,8842
75089,0.6646,8934
75090,0.6621,8974
75091,0.6662,8930
75092,0.6637,8804
75093,0.6586,8944
75094,0.6594,8956
75095,0.6593,8970
75096,0.6629,8878
75097,0.6593,9068
75098,0.6571,9008
75099,0.6601,8916
75100,0.66,8834
75101,0.6651,8862
75102,0.6677,8924
75103,0.6633,9022
75104,0.6603,8980
75105,0.6597,9008
75106,0.6589,8972
75107,0.6598,8974
75108,0.6558,9132
75109,0.6551,8936
75110,0.658,8874
75111,0.6633,8976
75112,0.6581,9026
75113,0.6592,8982
75114,0.6617,9098
75115,0.6614,8984
75116,0.6641,8938
75117,0.6668,8886
75118,0.6607,9092
75119,0.6664,8892
75120,0.6671,8842
75121,0.6666,8852
75122,0.6668,8838
75123,0.6613,8956
75124,0.6608,8914
75125,0.6691,8960
75126,0.6637,8826
75127,0.6609,8858
75128,0.6591,9002
75129,0.6602,8978
75130,0.6601,9028
75131,0.6631,8918
75132,0.6637,8802
75133,0.6578,8904
75134,0.6537,9016
75135,0.6608,8996
75136,0.6607,8918
75137,0.6623,9016
75138,0.6601,9082
75139,0.6552,9114
75140,0.6641,8942
75141,0.6606,8942
75142,0.6631,8938
75143,0.6642,8924
75144,0.659,9042
75145,0.6602,9000
75146,0.6606,9028
75147,0.6649,8736
75148,0.6645,9000
75149,0.6617,8828
75150,0.6645,8946
75151,0.6548,9146
75152,0.6572,9112
75153,0.6578,8944
75154,0.6601,8890
75155,0.6665,8954
75156,0.6603,8888
75157,0.6659,8862
75158,0.6631,8976
75159,0.6499,9138
75160,0.6505,9044
75161,0.653,9034
75162,0.6589,9006
75163,0.6685,8926
75164,0.667,8964
75165,0.6636,8876
75166,0.6583,9042
75167,0.6661,8942
75168,0.6605,8948
75169,0.663,8902
75170,0.6568,9018
75171,0.654,9032
75172,0.6659,8866
75173,0.6556,9090
75174,0.6604,8846
75175,0.6652,8898
75176,0.6646,8794
75177,0.6654,8888
75178,0.6647,8960
75179,0.6643,8818
75180,0.6583,9000
75181,0.6576,8982
75182,0.6561,9128
75183,0.6627,8882
75184,0.6603,9052
75185,0.6579,9202
75186,0.657,9002
75187,0.6601,8918
75188,0.6628,8868
75189,0.6636,8930
75190,0.6678,8850
75191,0.6584,9136
75192,0.6563,9020
75193,0.6596,9052
75194,0.6706,8776
75195,0.6583,8990
75196,0.6599,8998
75197,0.6566,8930
75198,0.6552,9048
75199,0.6658,8870
75200,0.6643,8924
75201,0.6653,8888
75202,0.6626,9008
75203,0.659,9032
75204,0.6527,9076
75205,0.6581,9066
75206,0.655,9064
75207,0.6586,8928
75208,0.6606,8902
75209,0.6598,9112
75210,0.6492,9154
75211,0.6543,9058
75212,0.6476,9042
75213,0.6577,8870
75214,0.6583,9028
75215,0.6626,9004
75216,0.6597,9040
75217,0.6666,8938
75218,0.6663,8938
75219,0.6649,8838
75220,0.6612,9032
75221,0.6647,8884
75222,0.6665,8846
75223,0.6657,8884
75224,0.6648,8966
75225,0.6653,8998
75226,0.6682,8822
75227,0.6627,8936
75228,0.6584,8948
75229,0.6639,8890
75230,0.6494,9134
75231,0.6618,9050
75232,0.6555,8996
75233,0.6562,9034
75234,0.6584,8938
75235,0.6626,8908
75236,0.6638,8932
75237,0.6608,9042
75238,0.6553,9032
75239,0.6637,9046
75240,0.6453,9116
75241,0.6614,9046
75242,0.6591,8984
75243,0.6488,9284
75244,0.6504,9016
75245,0.6611,8910
75246,0.6591,9014
75247,0.6664,8850
75248,0.6672,8884
75249,0.6608,8948
75250,0.6537,9086
75251,0.6674,8818
75252,0.6653,8974
75253,0.6641,8864
75254,0.6667,8992
75255,0.6687,9010
75256,0.6621,8890
75257,0.6563,9018
75258,0.656,8990
75259,0.6569,9036
75260,0.6665,8876
75261,0.6605,9026
75262,0.657,9072
75263,0.6599,8894
75264,0.6644,8982
75265,0.6618,8908
75266,0.6657,8892
75267,0.6627,8958
75268,0.6592,8980
75269,0.658,8972
75270,0.6528,9050
75271,0.665,8924
75272,0.6568,9006
75273,0.6429,9118
75274,0.6637,8928
75275,0.6615,8946
75276,0.6613,9024
75277,0.6641,8984
75278,0.6658,8980
75279,0.6703,8852
75280,0.6742,8914
75281,0.6617,8920
75282,0.6653,8902
75283,0.6617,8888
75284,0.6584,9014
75285,0.6632,9020
75286,0.6584,9044
75287,0.6662,8862
75288,0.6594,9084
75289,0.6626,9044
75290,0.6602,9000
75291,0.6608,8816
75292,0.6568,9066
75293,0.6697,8838
75294,0.6691,8794
75295,0.6612,8898
75296,0.6606,8948
75297,0.6673,8946
75298,0.6694,8768
75299,0.6654,9010
75300,0.6704,8788
75301,0.6543,9122
75302,0.6569,9106
75303,0.6654,8892
75304,0.6549,9058
75305,0.6617,8940
75306,0.6661,8886
75307,0.6612,8906
75308,0.6676,8882
75309,0.6687,8910
75310,0.6649,8862
75311,0.6643,8892
75312,0.665,8826
75313,0.6618,9006
75314,0.6688,8848
75315,0.6598,8960
75316,0.6619,9028
75317,0.661,8952
75318,0.6627,8876
75319,0.6572,9166
75320,0.6578,9174
75321,0.6536,9106
75322,0.6647,9020
75323,0.6539,8978
75324,0.6581,8918
75325,0.658,8952
75326,0.6644,8910
75327,0.6621,9026
75328,0.6644,9040
75329,0.6616,9018
75330,0.6627,8918
75331,0.665,8820
75332,0.664,8856
75333,0.6596,8984
75334,0.6583,9036
75335,0.6538,9164
75336,0.6635,9046
75337,0.6668,8836
75338,0.6616,9042
75339,0.6609,9040
75340,0.6534,9000
75341,0.6576,9026
75342,0.6572,9068
75343,0.6628,8882
75344,0.6642,8900
75345,0.6639,9036
75346,0.6612,9000
75347,0.6573,8990
75348,0.6545,9104
75349,0.6641,9054
75350,0.6622,8850
75351,0.662,9016
75352,0.658,8994
75353,0.6555,8992
75354,0.6634,8784
75355,0.6683,8812
75356,0.6681,8782
75357,0.66,8856
75358,0.6623,8906
75359,0.6614,8924
75360,0.6619,9060
75361,0.6575,9064
75362,0.656,8988
75363,0.6577,8966
75364,0.6529,9088
75365,0.6599,8970
75366,0.6518,9102
75367,0.6623,8926
75368,0.6618,8896
75369,0.6655,8928
75370,0.6689,8798
75371,0.671,8808
75372,0.6633,8918
75373,0.6537,9056
75374,0.6662,8908
75375,0.6686,8872
75376,0.6628,8868
75377,0.6696,8818
75378,0.6678,8914
75379,0.6592,9010
75380,0.6562,9014
75381,0.6601,8888
75382,0.6636,9056
75383,0.6632,8960
75384,0.6585,8906
75385,0.6619,8964
75386,0.6671,9000
75387,0.6616,8918
75388,0.6638,8928
75389,0.6596,8934
75390,0.6615,8882
75391,0.6644,8918
75392,0.6724,8848
75393,0.6604,9052
75394,0.6545,8942
75395,0.6662,8870
75396,0.6696,8800
75397,0.6683,8894
75398,0.6581,8992
75399,0.6632,8938
75400,0.6665,8806
75401,0.6599,9028
75402,0.6584,8978
75403,0.6617,8944
75404,0.659,8994
75405,0.6687,8828
75406,0.6642,8824
75407,0.6674,8880
75408,0.6665,8988
75409,0.6616,9050
75410,0.6598,9082
75411,0.6605,9062
75412,0.6591,8998
75413,0.6601,9014
75414,0.659,8994
75415,0.6617,8884
75416,0.67,8864
75417,0.664,8924
75418,0.6587,8988
75419,0.6677,8948
75420,0.6621,8960
75421,0.6624,8872
75422,0.6683,8806
75423,0.6605,8952
75424,0.6629,8794
75425,0.664,8924
75426,0.6495,9132
75427,0.6652,9000
75428,0.6668,8822
75429,0.6615,8960
75430,0.6627,8934
75431,0.6651,8992
75432,0.6724,8858
75433,0.6599,9074
75434,0.6557,9084
75435,0.6668,8898
75436,0.6615,8886
75437,0.6609,9084
75438,0.6652,9050
75439,0.6611,9066
75440,0.6646,8912
75441,0.6593,8916
75442,0.662,8932
75443,0.6588,9096
75444,0.6657,8786
75445,0.6658,8906
75446,0.6561,9126
75447,0.6588,9042
75448,0.6635,8976
75449,0.6582,8914
75450,0.6652,8910
75451,0.6579,9064
75452,0.658,8912
75453,0.6548,9114
75454,0.6602,8922
75455,0.6564,8892
75456,0.6642,8906
75457,0.669,8952
75458,0.6619,8962
75459,0.659,8918
75460,0.662,8950
75461,0.6553,8986
75462,0.6614,8888
75463,0.6606,9076
75464,0.6616,9028
75465,0.6631,8902
75466,0.6644,8868
75467,0.6635,8956
75468,0.6584,9022
75469,0.6667,8900
75470,0.6567,8982
75471,0.659,8946
75472,0.6668,8950
75473,0.6631,8838
75474,0.6664,8894
75475,0.6609,8950
75476,0.6579,8966
75477,0.665,8946
75478,0.6607,8936
75479,0.6636,9024
75480,0.6741,8784
75481,0.6664,8844
75482,0.6627,9000
75483,0.6623,8902
75484,0.6578,8950
75485,0.6605,8948
75486,0.6645,8944
75487,0.6708,8892
75488,0.6698,8772
75489,0.6687,8808
75490,0.6638,8928
75491,0.6662,8854
75492,0.6576,9006
75493,0.652,9080
75494,0.6592,8996
75495,0.6648,9040
75496,0.6692,8970
75497,0.6632,8956
75498,0.658,8912
75499,0.6626,8934
75500,0.6522,9134
75501,0.6602,8952
75502,0.6558,9090
75503,0.6666,8982
75504,0.658,8986
75505,0.6634,9026
75506,0.6637,9020
75507,0.6557,9052
75508,0.6625,8908
75509,0.6523,9108
75510,0.669,8912
75511,0.6645,8854
75512,0.6633,8918
75513,0.6628,8924
75514,0.6735,8772
75515,0.6619,8892
75516,0.6613,8884
75517,0.6634,8838
75518,0.6612,8922
75519,0.6614,8946
75520,0.6625,8972
75521,0.6569,8934
75522,0.6592,8958
75523,0.6681,8692
75524,0.6639,8940
75525,0.6614,9092
75526,0.6652,8904
75527,0.6615,8950
75528,0.6679,8970
75529,0.6631,9002
75530,0.6667,8892
75531,0.6622,9032
75532,0.67,8766
75533,0.6533,9118
75534,0.6624,8906
75535,0.6612,8990
75536,0.6627,8990
75537,0.6638,9068
75538,0.6646,8904
75539,0.6597,8950
75540,0.6617,8914
75541,0.6524,9118
75542,0.6566,8906
75543,0.6555,9010
75544,0.6634,8980
75545,0.6651,8920
75546,0.6628,8950
75547,0.6715,8834
75548,0.662,8850
75549,0.6596,8892
75550,0.6598,9032
75551,0.6612,9024
75552,0.6619,8984
75553,0.6586,8972
75554,0.66,9018
75555,0.6591,9008
75556,0.6541,9106
75557,0.6612,8948
75558,0.6586,9058
75559,0.6583,8988
75560,0.6675,8912
75561,0.665,8856
75562,0.6602,8998
75563,0.6644,8938
75564,0.6608,8900
75565,0.664,8900
75566,0.6667,8808
75567,0.6575,8932
75568,0.669,8954
75569,0.6577,8996
75570,0.6544,9072
75571,0.6631,8886
75572,0.6656,8874
75573,0.6651,8848
75574,0.6702,8888
75575,0.6598,9026
75576,0.6663,8912
75577,0.664,8884
75578,0.6676,8818
75579,0.6581,9038
75580,0.6605,8908
75581,0.6641,8818
75582,0.654,9048
75583,0.6572,8964
75584,0.6536,9098
75585,0.6608,9022
75586,0.6698,8836
75587,0.6686,8854
75588,0.6568,9094
75589,0.6514,9088
75590,0.6608,9004
75591,0.6682,8750
75592,0.6612,8890
75593,0.6474,9254
75594,0.6537,9198
75595,0.6649,8928
75596,0.6623,8976
75597,0.661,9002
75598,0.6604,9094
75599,0.6499,9138
75600,0.6503,9118
75601,0.6565,9072
75602,0.6512,9136
75603,0.6553,9058
75604,0.6655,8902
75605,0.6604,8986
75606,0.6585,9150
75607,0.662,8902
75608,0.6635,8984
75609,0.6612,8936
75610,0.6567,9056
75611,0.6582,9138
75612,0.6558,8986
75613,0.6545,9112
75614,0.6553,9086
75615,0.6616,8920
75616,0.6645,9024
75617,0.6608,9012
75618,0.66,8948
75619,0.6642,8976
75620,0.6671,8904
75621,0.6664,8892
75622,0.6621,9018
75623,0.6637,8948
75624,0.6577,8918
75625,0.6626,8938
75626,0.669,8754
75627,0.6705,8816
75628,0.6605,9010
75629,0.6619,8916
75630,0.6676,8888
75631,0.6593,9016
75632,0.6595,8944
75633,0.656,9016
75634,0.6523,9038
75635,0.6638,9000
75636,0.6593,8986
75637,0.6622,9010
75638,0.6617,8968
75639,0.6576,8958
75640,0.6652,9066
75641,0.6679,8902
75642,0.6664,8870
75643,0.672,8710
75644,0.6674,8900
75645,0.6635,8914
75646,0.6567,9048
75647,0.6619,8958
75648,0.6633,8982
75649,0.6659,8914
75650,0.6692,8942
75651,0.6584,8988
75652,0.6584,9108
75653,0.6647,8934
75654,0.6595,9074
75655,0.6573,9060
75656,0.6593,9044
75657,0.66,8902
75658,0.6662,8888
75659,0.6635,8948
75660,0.6625,8922
75661,0.6595,9048
75662,0.6633,8974
75663,0.6709,8764
75664,0.6608,8914
75665,0.6653,8984
75666,0.6566,9034
75667,0.6555,8934
75668,0.658,9008
75669,0.6656,8986
75670,0.664,8854
75671,0.6606,9018
75672,0.6611,9036
75673,0.657,9054
75674,0.6585,8976
75675,0.6684,8862
75676,0.6657,8882
75677,0.6611,8928
75678,0.6586,9012
75679,0.6558,8918
75680,0.6587,9074
75681,0.6602,9008
75682,0.664,8996
75683,0.6682,8920
75684,0.6614,8908
75685,0.6582,9042
75686,0.6588,8970
75687,0.6603,8870
75688,0.6682,8978
75689,0.6631,8874
75690,0.6581,9010
75691,0.6589,8988
75692,0.669,8942
75693,0.6587,8990
75694,0.6632,9038
75695,0.6648,8962
75696,0.66,8984
75697,0.6635,8864
75698,0.6602,8962
75699,0.6641,8924
75700,0.6625,8878
75701,0.6606,8968
75702,0.6609,8886
75703,0.6613,8914
75704,0.6665,8860
75705,0.6642,8940
75706,0.6634,8908
75707,0.6651,8972
75708,0.6584,8994
75709,0.6617,8976
75710,0.6639,8918
75711,0.6529,9154
75712,0.6558,9104
75713,0.6612,9004
75714,0.6587,8930
75715,0.6705,8882
75716,0.6704,8952
75717,0.6705,8774
75718,0.6746,8908
75719,0.6623,8980
75720,0.6662,8876
75721,0.6624,8882
75722,0.6624,8898
75723,0.6617,8942
75724,0.663,9076
75725,0.6614,8772
75726,0.6561,8958
75727,0.6554,8994
75728,0.6742,8820
75729,0.6702,8852
75730,0.6618,8956
75731,0.6674,8904
75732,0.6685,8884
75733,0.665,8804
75734,0.6704,8770
75735,0.6613,8906
75736,0.6539,9112
75737,0.6547,8994
75738,0.6608,8888
75739,0.6736,8754
75740,0.6657,8858
75741,0.6642,8994
75742,0.6545,8980
75743,0.655,9102
75744,0.6685,8904
75745,0.67,8902
75746,0.6743,8818
75747,0.6583,8972
75748,0.671,8740
75749,0.6672,8942
75750,0.6639,8938
75751,0.6609,9110
75752,0.6648,8950
75753,0.6567,8908
75754,0.6634,8948
75755,0.6581,8920
75756,0.6636,8810
75757,0.6611,8924
75758,0.6536,9190
75759,0.6552,8922
75760,0.65,9060
75761,0.6573,8946
75762,0.6651,8996
75763,0.6646,8990
75764,0.6674,8890
75765,0.6561,9164
75766,0.6644,8910
75767,0.655,9092
75768,0.6603,8940
75769,0.662,8994
75770,0.6622,8914
75771,0.6622,8994
75772,0.6698,8866
75773,0.6656,8918
75774,0.6707,8872
75775,0.6655,8924
75776,0.6661,8860
75777,0.6625,8892
75778,0.6589,8960
75779,0.6616,8952
75780,0.6605,8942
75781,0.6597,8968
75782,0.6547,9120
75783,0.6695,8870
75784,0.6572,8956
75785,0.6671,8878
75786,0.6713,8854
75787,0.6593,8948
75788,0.6586,9054
75789,0.6582,8930
75790,0.6649,8946
75791,0.6595,8960
75792,0.6649,8914
75793,0.6671,9006
75794,0.6652,8928
75795,0.656,9038
75796,0.6634,8856
75797,0.6573,8970
75798,0.6637,8984
75799,0.6569,9086
75800,0.6606,8928
75801,0.663,8974
75802,0.6574,8986
75803,0.6582,8916
75804,0.6605,8978
75805,0.66,9102
75806,0.6588,8884
75807,0.6536,9126
75808,0.6695,8964
75809,0.6647,8882
75810,0.6647,8874
75811,0.6527,9100
75812,0.6655,8996
75813,0.6656,8978
75814,0.6643,8892
75815,0.6606,8920
75816,0.6581,9000
75817,0.6602,9008
75818,0.664,8930
75819,0.666,8856
75820,0.668,8926
75821,0.6557,9144
75822,0.6585,9024
75823,0.665,8974
75824,0.6597,8962
75825,0.6599,9088
75826,0.6679,8882
75827,0.6667,8890
75828,0.6629,8914
75829,0.6625,8978
75830,0.6606,9064
75831,0.6551,8886
75832,0.6593,9048
75833,0.6622,9046
75834,0.6671,8896
75835,0.6641,8892
75836,0.6599,9036
75837,0.6513,9038
75838,0.6641,8902
75839,0.6622,8856
75840,0.6621,8926
75841,0.656,8978
75842,0.6635,9028
75843,0.6604,8948
75844,0.6562,9052
75845,0.6681,8908
75846,0.6579,9022
75847,0.6623,9010
75848,0.6647,9062
75849,0.665,8872
75850,0.6577,9044
75851,0.659,8946
75852,0.6677,8876
75853,0.6624,8832
75854,0.659,8962
75855,0.6685,8848
75856,0.6664,8870
75857,0.6674,8820
75858,0.6616,8940
75859,0.6597,9026
75860,0.6713,8780
75861,0.6644,8898
75862,0.6578,9072
75863,0.6609,8882
75864,0.6662,8862
75865,0.6761,8832
75866,0.6679,8906
75867,0.659,8988
75868,0.6592,9010
75869,0.6529,9018
75870,0.6568,9004
75871,0.664,8826
75872,0.6576,8870
75873,0.6611,9004
75874,0.6626,8968
75875,0.6557,9036
75876,0.6573,9026
75877,0.6528,9002
75878,0.6486,9078
75879,0.6577,8992
75880,0.6667,8820
75881,0.6596,9064
75882,0.6669,8884
75883,0.6689,8968
75884,0.6674,8906
75885,0.6705,8830
75886,0.6589,9164
75887,0.6645,8904
75888,0.6679,8814
75889,0.6576,9058
75890,0.6519,9088
75891,0.6529,9068
75892,0.6575,8976
75893,0.6569,9036
75894,0.6646,8868
75895,0.6608,8888
75896,0.6618,8978
75897,0.6581,9060
75898,0.6489,9186
75899,0.6677,8888
75900,0.6567,9090
75901,0.6643,8848
75902,0.6628,9060
75903,0.6594,8938
75904,0.6609,8918
75905,0.6649,8950
75906,0.6569,9010
75907,0.6665,8934
75908,0.6614,8944
75909,0.6553,9020
75910,0.6576,8976
75911,0.6625,8948
75912,0.6605,8930
75913,0.6646,9058
75914,0.6535,9064
75915,0.6627,8902
75916,0.6668,8828
75917,0.6666,8790
75918,0.6673,8910
75919,0.6592,8966
75920,0.6644,8990
75921,0.6612,8946
75922,0.6616,8988
75923,0.671,8802
75924,0.6682,8826
75925,0.6582,9064
75926,0.6607,9056
75927,0.6486,9144
75928,0.6509,9060
75929,0.6806,8622
75930,0.6651,8870
75931,0.6704,8788
75932,0.6564,8950
75933,0.6645,8868
75934,0.6671,8916
75935,0.6643,8852
75936,0.6637,8816
75937,0.6612,8988
75938,0.6534,9064
75939,0.6567,9080
75940,0.6647,8838
75941,0.6552,9156
75942,0.661,8964
